season,castaway_id,castaway,result,result_number,jury,finalist,winner,original_tribe
8.0,SA0134,Qiean,8th voted out,13.0,False,False,False,Zamba
8.0,SA0135,Marisha,9th voted out,12.0,True,False,False,Zamba
8.0,SA0136,Shaun,10th voted out,11.0,True,False,False,Zamba
8.0,SA0137,Renier,11th voted out,10.0,True,False,False,Zamba
8.0,SA0138,Amy,Tied destiny,9.0,True,False,False,Zamba
8.0,SA0139,Anesu,12th voted out,8.0,True,False,False,Vuna
8.0,SA0140,Wardah,13th voted out,7.0,False,False,False,Vuna
8.0,SA0141,Santoni,Eliminated,6.0,True,False,False,Vuna
8.0,SA0142,Kiran,14th voted out,5.0,True,False,False,Vuna
8.0,SA0143,Tyson,15th voted out,4.0,True,False,False,Vuna
8.0,SA0144,Chappies,16th voted out,3.0,True,False,False,Vuna
8.0,SA0145,Anela,Runner-up,2.0,False,True,False,Zamba
8.0,SA0146,Nicole,Sole Survivor,1.0,False,True,True,Zamba
9.0,SA0144,Chappies,1st voted out,20.0,False,False,False,Masu
9.0,SA0100,PK,2nd voted out,19.0,False,False,False,Masu
9.0,SA0111,Tania,3rd voted out,18.0,False,False,False,Yontau
9.0,SA0094,Tevin,4th voted out,17.0,False,False,False,Yontau
9.0,SA0088,Seamus,5th voted out,16.0,False,False,False,Yontau
9.0,SA0072,Shona,6th voted out,15.0,False,False,False,Yontau
9.0,SA0128,Pinty,7th voted out,14.0,False,False,False,Yontau
9.0,SA0131,Thoriso,8th voted out,13.0,False,False,False,Yontau
9.0,SA0098,Palesa,9th voted out,12.0,False,False,False,Masu
9.0,SA0099,Toni,10th voted out,11.0,True,False,False,Masu
9.0,SA0117,Dante,11th voted out,10.0,True,False,False,Masu
9.0,SA0122,Steffi,12th voted out,9.0,True,False,False,Masu
9.0,SA0114,Meryl,13th voted out,8.0,True,False,False,Masu
9.0,SA0061,Tejan,14th voted out,7.0,True,False,False,Masu
9.0,SA0110,Felix,15th voted out,6.0,True,False,False,Yontau
9.0,SA0070,Killarney,16th voted out,5.0,True,False,False,Yontau
9.0,SA0073,Phil,17th voted out,4.0,True,False,False,Yontau
9.0,SA0077,Marian,18th voted out,3.0,True,False,False,Masu
9.0,SA0081,Shane,Runner-up,2.0,False,True,False,Masu
9.0,SA0133,Dino,Sole Survivor,1.0,False,True,True,Yontau
1.0,UK0001,Nick,1st voted out,16.0,False,False,False,Ular
1.0,UK0002,JJ,2nd voted out,15.0,False,False,False,Helang
1.0,UK0003,Uzma,3rd voted out,14.0,False,False,False,Helang
1.0,UK0004,Sarah,4th voted out,13.0,False,False,False,Ular
1.0,UK0005,Jayne,5th voted out,12.0,False,False,False,Helang
1.0,UK0006,Adrian,6th voted out,11.0,False,False,False,Helang
1.0,UK0007,Simon,7th voted out,10.0,False,False,False,Helang
1.0,UK0008,Andy,8th voted out,9.0,True,False,False,Helang
1.0,UK0009,James,9th voted out,8.0,True,False,False,Helang
1.0,UK0010,Pete,10th voted out,7.0,True,False,False,Ular
1.0,UK0011,Zoe,11th voted out,6.0,True,False,False,Ular
1.0,UK0012,Eve,12th voted out,5.0,True,False,False,Ular
1.0,UK0013,Mick,13th voted out,4.0,True,False,False,Ular
1.0,UK0014,Richard,14th voted out,3.0,True,False,False,Ular
1.0,UK0015,Jackie,Runner-up,2.0,False,True,False,Ular
1.0,UK0016,Charlotte,Sole Survivor,1.0,False,True,True,Helang
2.0,UK0017,Sarah,1st voted out,12.0,False,False,False,South Island
2.0,UK0018,Lee,2nd voted out,11.0,False,False,False,South Island
2.0,UK0019,Tayfun,3rd voted out,10.0,False,False,False,North Island
2.0,UK0020,Meeta,4th voted out,9.0,False,False,False,North Island
2.0,UK0021,Helen,5th voted out,8.0,True,False,False,North Island
2.0,UK0022,Alastair,6th voted out,7.0,True,False,False,North Island
2.0,UK0023,Drew,7th voted out,6.0,True,False,False,North Island
2.0,UK0024,Dave,8th voted out,5.0,True,False,False,North Island
2.0,UK0025,Bridget,9th voted out,4.0,True,False,False,South Island
2.0,UK0026,John,10th voted out,3.0,True,False,False,South Island
2.0,UK0027,Susannah,Runner-up,2.0,False,True,False,South Island
2.0,UK0028,Jonny,Sole Survivor,1.0,False,True,True,South Island
3.0,UK0043,Richard,1st voted out,18.0,False,False,False,Caleton
3.0,UK0044,Sabrina,2nd voted out,17.0,False,False,False,La Nena
3.0,UK0040,Rach,3rd voted out,16.0,False,False,False,La Nena
3.0,UK0041,Rachel,4th voted out,15.0,False,False,False,Caleton
3.0,UK0042,Ren,5th voted out,14.0,False,False,False,La Nena
3.0,UK0033,Jess,6th voted out,13.0,False,False,False,Caleton
3.0,UK0045,Shai,7th voted out,12.0,False,False,False,Caleton
3.0,UK0035,Lee,8th voted out,11.0,True,False,False,La Nena
3.0,UK0029,Ashleigh,9th voted out,10.0,True,False,False,La Nena
3.0,UK0031,Doug,10th voted out,9.0,True,False,False,La Nena
3.0,UK0046,Tinuke,11th voted out,8.0,True,False,False,Caleton
3.0,UK0034,Laurence,12th voted out,7.0,True,False,False,Caleton
3.0,UK0038,Nathan,13th voted out,6.0,True,False,False,Caleton
3.0,UK0039,Pegleg,14th voted out,5.0,True,False,False,La Nena
3.0,UK0032,Hannah,15th voted out,4.0,True,False,False,La Nena
3.0,UK0030,Christopher,Runner-up,3.0,False,True,False,La Nena
3.0,UK0036,Leilani,Runner-up,2.0,False,True,False,Caleton
3.0,UK0037,Matthew,Sole Survivor,1.0,False,True,True,Caleton
1.0,NZ0001,Hannah,1st voted out,16.0,False,False,False,Mogoton
1.0,NZ0002,Dee,2nd voted out,15.0,False,False,False,Hermosa
1.0,NZ0003,Tony,3rd voted out,14.0,False,False,False,Mogoton
1.0,NZ0004,Izzy,4th voted out,13.0,False,False,False,Mogoton
1.0,NZ0005,Lou,Medically evacuated,12.0,False,False,False,Mogoton
1.0,NZ0006,Georgia,5th voted out,11.0,False,False,False,Hermosa
1.0,NZ0007,Shay,6th voted out,,False,False,False,Mogoton
1.0,NZ0008,Lee,7th voted out,10.0,True,False,False,Hermosa
1.0,NZ0009,Mike,8th voted out,,False,False,False,Hermosa
1.0,NZ0010,Sala,9th voted out,9.0,True,False,False,Mogoton
1.0,NZ0011,Jak,10th voted out,8.0,True,False,False,Hermosa
1.0,NZ0012,Shannon,11th voted out,7.0,True,False,False,Hermosa
1.0,NZ0013,Nate,13th voted out,,False,False,False,Hermosa
1.0,NZ0014,Barb,2nd runner-up,3.0,False,True,False,Hermosa
1.0,NZ0015,Tom,Runner-up,2.0,False,True,False,Mogoton
1.0,NZ0016,Avi,Sole Survivor,1.0,False,True,True,Mogoton
2.0,NZ0017,Jose,1st voted out,18.0,False,False,False,Chani
2.0,NZ0018,Karla,2nd voted out,17.0,False,False,False,Chani
2.0,NZ0019,Franky,3rd voted out,16.0,False,False,False,Chani
2.0,NZ0020,Kaysha,4th voted out,15.0,False,False,False,Khangkhaw
2.0,NZ0021,Liam,5th voted out,14.0,False,False,False,Chani
2.0,NZ0022,Josh,6th voted out,13.0,False,False,False,Khangkhaw
2.0,NZ0023,JT,Quit,12.0,False,False,False,Chani
2.0,NZ0024,Dylan,7th voted out,11.0,False,False,False,Khangkhaw
2.0,NZ0025,Arun,8th voted out,10.0,True,False,False,Chani
2.0,NZ0026,Brad,9th voted out,9.0,True,False,False,Khangkhaw
2.0,NZ0027,Renee,10th voted out,8.0,True,False,False,Chani
2.0,NZ0028,Eve,11th voted out,7.0,True,False,False,Chani
2.0,NZ0029,Matt,12th voted out,6.0,True,False,False,Khangkhaw
2.0,NZ0030,Adam,13th voted out,5.0,True,False,False,Khangkhaw
2.0,NZ0031,Tara,14th voted out,4.0,True,False,False,Khangkhaw
2.0,NZ0032,Dave,2nd runner-up,3.0,False,True,False,Chani
2.0,NZ0033,Tess,Runner-up,2.0,False,True,False,Khangkhaw
2.0,NZ0034,Lisa,Sole Survivor,1.0,False,True,True,Khangkhaw
